user_id,artist_id,time_period,timestamp,position,session_num,artist_top_tracks,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,08GQAI4eElDnROBrJRGE0X,short,1699909074.9188669,1,1,0ofHAoxe9vBkTCp2UQIavz,0.828,0.492,0.0,-9.744,1.0,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,08GQAI4eElDnROBrJRGE0X,short,1699909074.9188669,1,1,5e9TFTbltYBg2xThimr0rU,0.545,0.67,9.0,-8.81,1.0,0.0496,0.009,0.000822,0.0451,0.481,151.553,270213.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,08GQAI4eElDnROBrJRGE0X,short,1699909074.9188669,1,1,254bXAqt3zP6P50BdQvEsq,0.73,0.487,4.0,-10.991,1.0,0.0303,0.258,0.01,0.0852,0.731,114.965,226653.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,08GQAI4eElDnROBrJRGE0X,short,1699909074.9188669,1,1,07GvNcU1WdyZJq3XxP0kZa,0.583,0.947,5.0,-5.12,1.0,0.0378,0.0185,0.00109,0.0679,0.803,135.448,223613.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,08GQAI4eElDnROBrJRGE0X,short,1699909074.9188669,1,1,5ihS6UUlyQAfmp48eSkxuQ,0.414,0.161,7.0,-22.32,0.0,0.0318,0.883,0.000223,0.117,0.423,159.375,199493.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,08GQAI4eElDnROBrJRGE0X,short,1699909074.9188669,1,1,4CoSCPlKNrWli7E5kFtbcl,0.64,0.649,2.0,-10.345,1.0,0.0264,0.216,8.3e-05,0.0551,0.865,124.825,221053.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,08GQAI4eElDnROBrJRGE0X,short,1699909074.9188669,1,1,4bEb3KE4mSKlTFjtWJQBqO,0.671,0.71,9.0,-7.724,1.0,0.0356,0.0393,1.12e-05,0.0387,0.834,118.745,193347.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,08GQAI4eElDnROBrJRGE0X,short,1699909074.9188669,1,1,05oETzWbd4SI33qK2gbJfR,0.723,0.49,9.0,-14.745,0.0,0.0296,0.111,0.0946,0.0923,0.795,129.012,252773.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,08GQAI4eElDnROBrJRGE0X,short,1699909074.9188669,1,1,19Shlms2uTnOjIUg50TXzd,0.654,0.336,6.0,-12.825,1.0,0.0379,0.858,0.385,0.0786,0.947,176.083,134400.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,08GQAI4eElDnROBrJRGE0X,short,1699909074.9188669,1,1,19Ym5Sg0YyOCa6ao21bdoG,0.622,0.54,5.0,-13.99,1.0,0.0261,0.017,0.00771,0.265,0.847,130.879,264907.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,3IYUhFvPQItj6xySrBmZkd,short,1699909074.9188669,2,1,2LawezPeJhN4AWuSB0GtAU,0.741,0.697,0.0,-7.028,1.0,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,160133.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,3IYUhFvPQItj6xySrBmZkd,short,1699909074.9188669,2,1,4BP3uh0hFLFRb5cjsgLqDh,0.64,0.663,0.0,-7.516,1.0,0.0374,0.201,0.00806,0.152,0.663,132.77,140773.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,3IYUhFvPQItj6xySrBmZkd,short,1699909074.9188669,2,1,20OFwXhEXf12DzwXmaV7fj,0.508,0.774,2.0,-5.973,1.0,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,141600.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,3IYUhFvPQItj6xySrBmZkd,short,1699909074.9188669,2,1,6pxWv6GV35VGmcPf5dh6CH,0.699,0.641,2.0,-7.564,1.0,0.0289,0.13,0.000218,0.0601,0.728,120.745,187213.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,3IYUhFvPQItj6xySrBmZkd,short,1699909074.9188669,2,1,2ciMJGCDW70hqq18Vgui68,0.627,0.873,7.0,-5.415,1.0,0.0311,0.00804,0.000583,0.0555,0.628,123.113,147279.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,3IYUhFvPQItj6xySrBmZkd,short,1699909074.9188669,2,1,56dtB7EzO7EneUgYwX8krC,0.606,0.908,2.0,-5.736,1.0,0.037,0.00532,0.823,0.245,0.773,130.12,159173.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,3IYUhFvPQItj6xySrBmZkd,short,1699909074.9188669,2,1,11DjZQEZ69EXLo77HVj6yW,0.702,0.772,9.0,-9.677,1.0,0.0277,0.0312,0.00837,0.0809,0.973,141.694,154120.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,3IYUhFvPQItj6xySrBmZkd,short,1699909074.9188669,2,1,2gE95JskwQ1pCACTpGe1Db,0.858,0.544,0.0,-9.289,1.0,0.0751,0.583,0.00109,0.0707,0.874,108.217,166280.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,3IYUhFvPQItj6xySrBmZkd,short,1699909074.9188669,2,1,1YqJSpIxdavjQ8BxAttU0r,0.773,0.756,10.0,-5.149,1.0,0.0388,0.159,0.00236,0.0805,0.912,105.322,152466.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,3IYUhFvPQItj6xySrBmZkd,short,1699909074.9188669,2,1,5VfgDw3oOzcNoszDwkLQhH,0.638,0.756,7.0,-5.916,1.0,0.0483,0.0157,0.176,0.0958,0.837,136.557,185106.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,3WrFJ7ztbogyGnTHbHJFl2,short,1699909074.9188669,3,1,6dGnYIeXmHdcikdzNNDMm2,0.557,0.54,9.0,-10.484,1.0,0.0347,0.0339,0.00248,0.179,0.394,129.171,185733.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,3WrFJ7ztbogyGnTHbHJFl2,short,1699909074.9188669,3,1,7eT64Q8X2RsgMm4lqtWK4n,0.438,0.547,4.0,-7.895,0.0,0.027,0.217,6.5e-05,0.314,0.4,87.188,248640.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,3WrFJ7ztbogyGnTHbHJFl2,short,1699909074.9188669,3,1,2EqlS6tkEnglzr7tkKAAYD,0.533,0.376,9.0,-11.913,0.0,0.0393,0.0302,0.248,0.0926,0.187,165.007,259947.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,3WrFJ7ztbogyGnTHbHJFl2,short,1699909074.9188669,3,1,3BQHpFgAp4l80e1XslIjNI,0.332,0.179,5.0,-11.83,1.0,0.0326,0.879,0.0,0.0886,0.315,96.529,125667.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,3WrFJ7ztbogyGnTHbHJFl2,short,1699909074.9188669,3,1,7iN1s7xHE4ifF5povM6A48,0.443,0.403,0.0,-8.339,1.0,0.0322,0.631,0.0,0.111,0.41,143.462,243027.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,3WrFJ7ztbogyGnTHbHJFl2,short,1699909074.9188669,3,1,5ZBeML7Lf3FMEVviTyvi8l,0.482,0.849,2.0,-9.198,1.0,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,155227.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,3WrFJ7ztbogyGnTHbHJFl2,short,1699909074.9188669,3,1,3KfbEIOC7YIv90FIfNSZpo,0.688,0.435,9.0,-11.359,1.0,0.0323,0.449,0.0,0.113,0.435,103.239,146333.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,3WrFJ7ztbogyGnTHbHJFl2,short,1699909074.9188669,3,1,5jgFfDIR6FR0gvlA56Nakr,0.686,0.127,7.0,-14.361,1.0,0.0342,0.754,1.41e-05,0.0573,0.372,93.699,138387.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,3WrFJ7ztbogyGnTHbHJFl2,short,1699909074.9188669,3,1,1RP85mAmvJ8baqjP53kFJu,0.38,0.554,10.0,-9.093,1.0,0.0253,0.0173,0.0,0.0996,0.574,147.363,431453.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,3WrFJ7ztbogyGnTHbHJFl2,short,1699909074.9188669,3,1,0pNeVovbiZHkulpGeOx1Gj,0.396,0.338,0.0,-10.872,1.0,0.0304,0.198,2.62e-06,0.138,0.377,133.522,182293.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,1Xyo4u8uXC1ZmMpatF05PJ,short,1699909074.9188669,4,1,7CyPwkp0oE8Ro9Dd5CUDjW,0.522,0.641,8.0,-6.287,1.0,0.0318,0.0545,0.0,0.162,0.202,87.51,244685.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,1Xyo4u8uXC1ZmMpatF05PJ,short,1699909074.9188669,4,1,7MXVkk9YMctZqd1Srtv4MB,0.679,0.587,7.0,-7.015,1.0,0.276,0.141,6.35e-06,0.137,0.486,186.003,230453.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,1Xyo4u8uXC1ZmMpatF05PJ,short,1699909074.9188669,4,1,2LBqCSwhJGcFQeTHMVGwy3,0.586,0.525,1.0,-7.163,0.0,0.0615,0.111,0.0,0.134,0.508,133.629,260253.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,1Xyo4u8uXC1ZmMpatF05PJ,short,1699909074.9188669,4,1,6WzRpISELf3YglGAh7TXcG,0.855,0.678,1.0,-6.276,1.0,0.189,0.0569,3.69e-05,0.412,0.852,99.029,215467.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,1Xyo4u8uXC1ZmMpatF05PJ,short,1699909074.9188669,4,1,0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,1Xyo4u8uXC1ZmMpatF05PJ,short,1699909074.9188669,4,1,2dHHgzDwk4BJdRwy9uXhTO,0.715,0.62,1.0,-6.005,0.0,0.0484,0.417,0.0,0.0822,0.172,97.95,221520.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,1Xyo4u8uXC1ZmMpatF05PJ,short,1699909074.9188669,4,1,5QO79kh1waicV47BqGRL3g,0.68,0.826,0.0,-5.487,1.0,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,1Xyo4u8uXC1ZmMpatF05PJ,short,1699909074.9188669,4,1,5gDWsRxpJ2lZAffh5p7K0w,0.715,0.47,5.0,-12.638,0.0,0.0772,0.353,0.0923,0.104,0.426,89.965,111627.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,1Xyo4u8uXC1ZmMpatF05PJ,short,1699909074.9188669,4,1,4W4fNrZYkobj539TOWsLO2,0.575,0.5,1.0,-7.594,0.0,0.0707,0.227,0.0,0.335,0.506,67.033,232857.0,4.0
193eb5291b0e35491726ec7c75d6e6220427c992910800a1fa4a9cf64a360446,1Xyo4u8uXC1ZmMpatF05PJ,short,1699909074.9188669,4,1,7fBv7CLKzipRk6EC6TWHOB,0.585,0.564,0.0,-7.063,0.0,0.0515,0.0671,0.0,0.135,0.137,113.003,242253.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,39AhZ0oT49zA0WOAbfHVMM,short,1699911131.1429622,0,1,1WioQWthSxR9RgaA2dRH4y,0.442,0.964,6.0,-4.875,1.0,0.0877,3.93e-05,0.0,0.0772,0.194,115.08,213733.0,3.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,39AhZ0oT49zA0WOAbfHVMM,short,1699911131.1429622,0,1,5CBjYOsTu3PUZed4JdyBRC,0.414,0.988,8.0,-3.845,1.0,0.114,4.72e-05,4.08e-06,0.347,0.284,140.079,197360.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,39AhZ0oT49zA0WOAbfHVMM,short,1699911131.1429622,0,1,0fXBApFSiFvuyKkn1f7taZ,0.595,0.87,1.0,-6.334,0.0,0.0446,0.0364,0.0,0.0867,0.262,112.014,300747.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,39AhZ0oT49zA0WOAbfHVMM,short,1699911131.1429622,0,1,3tjXlhWudJcEkdTp2waBmH,0.408,0.956,6.0,-3.979,1.0,0.0844,1.63e-05,0.00385,0.131,0.209,145.056,250227.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,39AhZ0oT49zA0WOAbfHVMM,short,1699911131.1429622,0,1,530dcaXUPhowclskHo839C,0.472,0.975,5.0,-4.553,1.0,0.0981,5.61e-05,0.0,0.292,0.164,123.035,301813.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,39AhZ0oT49zA0WOAbfHVMM,short,1699911131.1429622,0,1,6dIOs90JCpZByWfZzi14NP,0.333,0.747,3.0,-4.996,1.0,0.0385,0.0534,0.0,0.118,0.234,89.047,293627.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,39AhZ0oT49zA0WOAbfHVMM,short,1699911131.1429622,0,1,6XUIaaVXTFKyPaDDUFf5cW,0.601,0.94,1.0,-5.656,0.0,0.0589,0.000769,1.25e-06,0.361,0.153,104.961,199973.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,39AhZ0oT49zA0WOAbfHVMM,short,1699911131.1429622,0,1,5eC86ZGYOVUnLCeKulGdcY,0.461,0.925,1.0,-5.58,1.0,0.0629,0.00399,0.0,0.096,0.187,141.918,315613.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,39AhZ0oT49zA0WOAbfHVMM,short,1699911131.1429622,0,1,7GMkC6bamVWtGU6vkJUzZU,0.452,0.671,8.0,-6.514,1.0,0.0391,0.0136,0.000283,0.122,0.166,82.067,365040.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,39AhZ0oT49zA0WOAbfHVMM,short,1699911131.1429622,0,1,0CJuCUC4PUKDlKjVwqSIbY,0.441,0.978,6.0,-4.236,1.0,0.128,7.8e-05,0.0,0.0856,0.087,110.018,338480.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,0nmQIMXWTXfhgOBdNzhGOs,short,1699911131.1429622,1,1,5anCkDvJ17aznvK5TED5uo,0.58,0.916,3.0,-4.358,0.0,0.0387,0.000297,0.0259,0.126,0.683,118.004,305907.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,0nmQIMXWTXfhgOBdNzhGOs,short,1699911131.1429622,1,1,4UEo1b0wWrtHMC8bVqPiH8,0.554,0.949,2.0,-4.928,1.0,0.0787,0.000318,9.98e-05,0.2,0.233,129.984,374453.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,0nmQIMXWTXfhgOBdNzhGOs,short,1699911131.1429622,1,1,7zAt4tdL44D3VuzsvM0N8n,0.487,0.949,2.0,-4.217,0.0,0.0798,0.000429,2.91e-05,0.231,0.406,110.02,352427.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,0nmQIMXWTXfhgOBdNzhGOs,short,1699911131.1429622,1,1,1BLfQ6dPXmuDrFmbdfW7Jl,0.486,0.881,2.0,-5.623,0.0,0.0474,0.0244,0.0,0.429,0.667,144.997,480707.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,0nmQIMXWTXfhgOBdNzhGOs,short,1699911131.1429622,1,1,3sHH7lklbfpcraDDvYnjo7,0.541,0.968,0.0,-4.129,1.0,0.0396,0.000248,8.28e-06,0.423,0.505,125.04,311813.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,0nmQIMXWTXfhgOBdNzhGOs,short,1699911131.1429622,1,1,2FML7gk7ac6quGFIjvkDb3,0.472,0.772,5.0,-5.928,1.0,0.0316,0.00658,5.65e-05,0.132,0.6,139.993,393480.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,0nmQIMXWTXfhgOBdNzhGOs,short,1699911131.1429622,1,1,7Hr1Ignop7cymbE3FbOtXa,0.286,0.703,4.0,-4.491,0.0,0.0348,0.00847,7.39e-05,0.142,0.259,151.297,326813.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,0nmQIMXWTXfhgOBdNzhGOs,short,1699911131.1429622,1,1,7MOQrtXMNImAq5TrPZzC0w,0.316,0.729,2.0,-5.931,0.0,0.0356,0.0203,8.99e-06,0.207,0.367,163.127,251533.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,0nmQIMXWTXfhgOBdNzhGOs,short,1699911131.1429622,1,1,1fQaoh3imrMunWVZh5kf90,0.576,0.906,2.0,-7.677,1.0,0.0571,0.000332,0.0614,0.0908,0.211,127.935,323800.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,0nmQIMXWTXfhgOBdNzhGOs,short,1699911131.1429622,1,1,78XFPcFYN8YFOHjtVwnPsl,0.447,0.876,2.0,-5.446,0.0,0.066,0.000359,0.00103,0.255,0.532,92.535,283827.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,0rEuaTPLMhlViNCJrg3NEH,short,1699911131.1429622,2,1,53h1ZSLWi8hVWF9DWKNXVh,0.552,0.864,8.0,-6.523,0.0,0.0375,0.000931,0.0199,0.0856,0.898,140.986,194838.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,0rEuaTPLMhlViNCJrg3NEH,short,1699911131.1429622,2,1,2cyJkqB2OYHwWWvKGtrJ0r,0.466,0.912,1.0,-5.141,0.0,0.0466,7.75e-05,0.00294,0.284,0.661,136.035,206563.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,0rEuaTPLMhlViNCJrg3NEH,short,1699911131.1429622,2,1,2TZtQt10Ajm3wB4MoqluZj,0.469,0.977,4.0,-5.458,1.0,0.0558,1.25e-05,0.691,0.045,0.727,127.971,187016.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,0rEuaTPLMhlViNCJrg3NEH,short,1699911131.1429622,2,1,7iOSeHfKU2EhSKcX7TbjKG,0.491,0.95,2.0,-6.719,1.0,0.059,3.24e-05,1.75e-05,0.0698,0.497,146.007,304596.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,0rEuaTPLMhlViNCJrg3NEH,short,1699911131.1429622,2,1,3iKSyNDGzJ3FcjXoDKqehS,0.502,0.9,4.0,-5.655,0.0,0.0482,0.000104,0.00212,0.161,0.552,120.066,235296.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,0rEuaTPLMhlViNCJrg3NEH,short,1699911131.1429622,2,1,5AC6aY9RpZDmOIpDy75n3U,0.443,0.972,10.0,-5.367,0.0,0.0715,1.77e-05,0.318,0.334,0.408,91.074,207965.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,0rEuaTPLMhlViNCJrg3NEH,short,1699911131.1429622,2,1,4cjWVc72Lp9wkwm73AtXNf,0.633,0.858,2.0,-6.452,1.0,0.07,0.0769,0.00041,0.0244,0.965,90.053,272670.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,0rEuaTPLMhlViNCJrg3NEH,short,1699911131.1429622,2,1,1kKzLv3w7I5NXzEtWkSzi4,0.462,0.935,6.0,-5.215,0.0,0.0417,1.44e-05,0.0415,0.111,0.721,139.961,214134.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,0rEuaTPLMhlViNCJrg3NEH,short,1699911131.1429622,2,1,6P5Ma1HFYDsgOpLaGu6Jkz,0.425,0.958,4.0,-5.785,0.0,0.0515,0.000254,0.00107,0.0394,0.621,102.002,338761.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,0rEuaTPLMhlViNCJrg3NEH,short,1699911131.1429622,2,1,4Z44GYuMNFRHzoGowlp4ww,0.571,0.883,2.0,-6.896,1.0,0.0413,0.0001,0.000467,0.159,0.462,119.993,231148.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,08yf5A2nS4XEeNvabDXqyg,short,1699911131.1429622,3,1,2RZWdE8kYPlCAcRUYDeuLC,0.564,0.865,2.0,-7.384,1.0,0.121,0.000583,0.0,0.056,0.726,183.052,198173.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,08yf5A2nS4XEeNvabDXqyg,short,1699911131.1429622,3,1,3jUTjCISntIUFL8jnAjzgc,0.71,0.811,3.0,-4.079,1.0,0.0431,0.00105,2.08e-06,0.0677,0.914,123.048,199200.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,08yf5A2nS4XEeNvabDXqyg,short,1699911131.1429622,3,1,0tzWCL2uhb2xQDWgG259nU,0.431,0.858,7.0,-3.533,1.0,0.0306,0.000481,7.65e-06,0.385,0.616,174.979,254613.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,08yf5A2nS4XEeNvabDXqyg,short,1699911131.1429622,3,1,4HPJL2lk0imMVan8cToqpN,0.377,0.952,7.0,-3.966,0.0,0.125,0.00308,0.0,0.393,0.344,108.79,244197.0,3.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,08yf5A2nS4XEeNvabDXqyg,short,1699911131.1429622,3,1,4Y1B12zI7OUUSmJRAjrbLZ,0.459,0.928,2.0,-5.008,1.0,0.0832,0.000125,2.36e-06,0.258,0.563,177.97,171867.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,08yf5A2nS4XEeNvabDXqyg,short,1699911131.1429622,3,1,3fPSHjVO4iwwGEhHvTwlNb,0.458,0.987,6.0,-3.581,0.0,0.116,0.00015,4.41e-05,0.385,0.377,156.898,255813.0,4.0
9437dc89b5bb246db5fcf9f45311e7b07a13759e87609efe8b79759e69a3d463,08yf5A2nS4XEeNvabDXqyg,short,1699911131.1429622,3,1,5DyopyvTi9Lt4Hpe1JGbD2,0.382,0.971,2.0,-2.471,0.0,0.172,0.000488,0.0,0.351,0.675,187.982,204076.0,4.0
